"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 07 15:55:52 EEST 2021","Thu Oct 07 15:55:54 EEST 2021","2683","","","","","","Open object form ""BankReceipt""",""
"passed","Thu Oct 07 15:53:16 EEST 2021","Thu Oct 07 15:53:18 EEST 2021","1828","","","","","","Open list form ""FileStoragesInfo""",""
"passed","Thu Oct 07 15:59:44 EEST 2021","Thu Oct 07 15:59:46 EEST 2021","1821","","","","","","Open object form ""Mobile invent""",""
"passed","Thu Oct 07 15:53:35 EEST 2021","Thu Oct 07 15:53:37 EEST 2021","1824","","","","","","Open list form ""InterfaceGroups""",""
"passed","Thu Oct 07 15:59:39 EEST 2021","Thu Oct 07 15:59:42 EEST 2021","2650","","","","","","Open object form ""PointOfSale""",""
"passed","Thu Oct 07 15:55:29 EEST 2021","Thu Oct 07 15:55:31 EEST 2021","1831","","","","","","Open object form ""DataBaseStatus""",""
"passed","Thu Oct 07 15:59:42 EEST 2021","Thu Oct 07 15:59:44 EEST 2021","2037","","","","","","Open object form ""DataHistory""",""
"passed","Thu Oct 07 15:54:52 EEST 2021","Thu Oct 07 15:54:53 EEST 2021","1828","","","","","","Open object form ""Tax types""",""
"passed","Thu Oct 07 15:52:40 EEST 2021","Thu Oct 07 15:52:42 EEST 2021","1819","","","","","","Open object form ""LegalNameContracts""",""
"passed","Thu Oct 07 15:53:59 EEST 2021","Thu Oct 07 15:54:00 EEST 2021","1820","","","","","","Open list form ""ObjectStatuses""",""
"passed","Thu Oct 07 15:58:01 EEST 2021","Thu Oct 07 15:58:03 EEST 2021","1824","","","","","","Open list form ""StockAdjustmentAsWriteOff""",""
"passed","Thu Oct 07 16:01:02 EEST 2021","Thu Oct 07 16:01:04 EEST 2021","1829","","","","","","Open object form ""R4032B_GoodsInTransitOutgoing""",""
"passed","Thu Oct 07 15:55:22 EEST 2021","Thu Oct 07 15:55:24 EEST 2021","1825","","","","","","Open object form ""EquipmentDrivers""",""
"passed","Thu Oct 07 15:54:28 EEST 2021","Thu Oct 07 15:54:30 EEST 2021","1828","","","","","","Open list form ""SpecialOfferRules""",""
"passed","Thu Oct 07 15:54:21 EEST 2021","Thu Oct 07 15:54:22 EEST 2021","1826","","","","","","Open list form ""PriceTypes""",""
"passed","Thu Oct 07 16:00:53 EEST 2021","Thu Oct 07 16:00:55 EEST 2021","1869","","","","","","Open object form ""R4017B_InternalSupplyRequestProcurement""",""
"passed","Thu Oct 07 15:57:13 EEST 2021","Thu Oct 07 15:57:15 EEST 2021","2230","","","","","","Open object form ""PriceList""",""
"passed","Thu Oct 07 15:57:17 EEST 2021","Thu Oct 07 15:57:19 EEST 2021","2431","","","","","","Open object form ""PurchaseInvoice""",""
"passed","Thu Oct 07 15:59:55 EEST 2021","Thu Oct 07 15:59:57 EEST 2021","1802","","","","","","Open object form ""R1002T_PurchaseReturns""",""
"passed","Thu Oct 07 15:52:19 EEST 2021","Thu Oct 07 15:52:21 EEST 2021","1825","","","","","","Open object form ""AccessProfiles""",""
"passed","Thu Oct 07 15:52:50 EEST 2021","Thu Oct 07 15:52:51 EEST 2021","1822","","","","","","Open list form ""PlanningPeriods""",""
"passed","Thu Oct 07 16:00:29 EEST 2021","Thu Oct 07 16:00:31 EEST 2021","1818","","","","","","Open object form ""R2021B_CustomersTransactions""",""
"passed","Thu Oct 07 15:56:24 EEST 2021","Thu Oct 07 15:56:25 EEST 2021","1835","","","","","","Open object form ""CreditNote""",""
"passed","Thu Oct 07 15:56:22 EEST 2021","Thu Oct 07 15:56:24 EEST 2021","1831","","","","","","Open list form ""CreditNote""",""
"passed","Thu Oct 07 15:56:29 EEST 2021","Thu Oct 07 15:56:31 EEST 2021","2029","","","","","","Open list form ""GoodsReceipt""",""
"passed","Thu Oct 07 15:54:04 EEST 2021","Thu Oct 07 15:54:06 EEST 2021","1834","","","","","","Open object form ""Partners""",""
"passed","Thu Oct 07 15:59:08 EEST 2021","Thu Oct 07 15:59:10 EEST 2021","1826","","","","","","Open information register form ""T2010S_OffsetOfAdvances""",""
"passed","Thu Oct 07 15:55:45 EEST 2021","Thu Oct 07 15:55:47 EEST 2021","2027","","","","","","Open list form ""BankPayment""",""
"passed","Thu Oct 07 16:00:51 EEST 2021","Thu Oct 07 16:00:53 EEST 2021","1793","","","","","","Open object form ""R4016B_InternalSupplyRequestOrdering""",""
"passed","Thu Oct 07 15:56:48 EEST 2021","Thu Oct 07 15:56:50 EEST 2021","2036","","","","","","Open object form ""InventoryTransferOrder""",""
"passed","Thu Oct 07 15:58:53 EEST 2021","Thu Oct 07 15:58:55 EEST 2021","1833","","","","","","Open information register form ""ExternalCommands""",""
"passed","Thu Oct 07 15:57:59 EEST 2021","Thu Oct 07 15:58:01 EEST 2021","2028","","","","","","Open object form ""Unbundling""",""
"passed","Thu Oct 07 15:54:48 EEST 2021","Thu Oct 07 15:54:50 EEST 2021","1833","","","","","","Open object form ""TaxAnalytics""",""
"passed","Thu Oct 07 15:58:25 EEST 2021","Thu Oct 07 15:58:27 EEST 2021","1828","","","","","","Open list form ""ItemStockAdjustment""",""
"passed","Thu Oct 07 15:52:27 EEST 2021","Thu Oct 07 15:52:29 EEST 2021","1826","","","","","","Open list form ""AddAttributeAndPropertyValues""",""
"passed","Thu Oct 07 15:58:37 EEST 2021","Thu Oct 07 15:58:39 EEST 2021","1829","","","","","","Open list form ""VendorsAdvancesClosing""",""
"passed","Thu Oct 07 15:55:58 EEST 2021","Thu Oct 07 15:56:00 EEST 2021","1825","","","","","","Open list form ""CashExpense""",""
"passed","Thu Oct 07 15:53:01 EEST 2021","Thu Oct 07 15:53:03 EEST 2021","1830","","","","","","Open list form ""Currencies""",""
"passed","Thu Oct 07 15:59:33 EEST 2021","Thu Oct 07 15:59:35 EEST 2021","1827","","","","","","Open object form ""R3035T_CashPlanning""",""
"passed","Thu Oct 07 15:54:19 EEST 2021","Thu Oct 07 15:54:21 EEST 2021","1826","","","","","","Open object form ""PriceKeys""",""
"passed","Thu Oct 07 15:52:17 EEST 2021","Thu Oct 07 15:52:19 EEST 2021","1829","","","","","","Open list form ""AccessProfiles""",""
"passed","Thu Oct 07 15:53:07 EEST 2021","Thu Oct 07 15:53:09 EEST 2021","1827","","","","","","Open object form ""ExpenseAndRevenueTypes""",""
"passed","Thu Oct 07 15:57:45 EEST 2021","Thu Oct 07 15:57:47 EEST 2021","1832","","","","","","Open list form ""SalesReturn""",""
"passed","Thu Oct 07 15:54:46 EEST 2021","Thu Oct 07 15:54:48 EEST 2021","1826","","","","","","Open list form ""TaxAnalytics""",""
"passed","Thu Oct 07 15:57:19 EEST 2021","Thu Oct 07 15:57:21 EEST 2021","2032","","","","","","Open list form ""PurchaseOrder""",""
"passed","Thu Oct 07 15:57:57 EEST 2021","Thu Oct 07 15:57:59 EEST 2021","1832","","","","","","Open list form ""Unbundling""",""
"passed","Thu Oct 07 16:00:08 EEST 2021","Thu Oct 07 16:00:10 EEST 2021","1644","","","","","","Open object form ""R1021B_VendorsTransactions""",""
"passed","Thu Oct 07 15:56:35 EEST 2021","Thu Oct 07 15:56:38 EEST 2021","2839","","","","","","Open object form ""IncomingPaymentOrder""",""
"passed","Thu Oct 07 15:59:10 EEST 2021","Thu Oct 07 15:59:11 EEST 2021","1834","","","","","","Open information register form ""T2011S_PartnerTransactions""",""
"passed","Thu Oct 07 15:53:41 EEST 2021","Thu Oct 07 15:53:43 EEST 2021","2234","","","","","","Open object form ""ItemKeys""",""
"passed","Thu Oct 07 15:53:39 EEST 2021","Thu Oct 07 15:53:41 EEST 2021","2034","","","","","","Open list form ""ItemKeys""",""
"passed","Thu Oct 07 16:00:04 EEST 2021","Thu Oct 07 16:00:06 EEST 2021","1815","","","","","","Open object form ""R1014T_CanceledPurchaseOrders""",""
"passed","Thu Oct 07 15:58:13 EEST 2021","Thu Oct 07 15:58:15 EEST 2021","1831","","","","","","Open list form ""RetailSalesReceipt""",""
"passed","Thu Oct 07 15:55:43 EEST 2021","Thu Oct 07 15:55:45 EEST 2021","1829","","","","","","Open object form ""PartnerItems""",""
"passed","Thu Oct 07 15:59:11 EEST 2021","Thu Oct 07 15:59:13 EEST 2021","1828","","","","","","Open information register form ""T2012S_PartnerAdvances""",""
"passed","Thu Oct 07 15:59:35 EEST 2021","Thu Oct 07 15:59:37 EEST 2021","2029","","","","","","Open object form ""PriceInfo""",""
"passed","Thu Oct 07 16:00:55 EEST 2021","Thu Oct 07 16:00:57 EEST 2021","1824","","","","","","Open object form ""R4020T_StockTransferOrders""",""
"passed","Thu Oct 07 15:56:12 EEST 2021","Thu Oct 07 15:56:14 EEST 2021","1844","","","","","","Open list form ""CashRevenue""",""
"passed","Thu Oct 07 16:00:49 EEST 2021","Thu Oct 07 16:00:51 EEST 2021","1830","","","","","","Open object form ""R4015T_InternalSupplyRequests""",""
"passed","Thu Oct 07 15:52:29 EEST 2021","Thu Oct 07 15:52:31 EEST 2021","1832","","","","","","Open object form ""AddAttributeAndPropertyValues""",""
"passed","Thu Oct 07 15:52:53 EEST 2021","Thu Oct 07 15:52:55 EEST 2021","2238","","","","","","Open list form ""ConfigurationMetadata""",""
"passed","Thu Oct 07 16:00:21 EEST 2021","Thu Oct 07 16:00:22 EEST 2021","1829","","","","","","Open object form ""R2011B_SalesOrdersShipment""",""
"passed","Thu Oct 07 15:54:11 EEST 2021","Thu Oct 07 15:54:13 EEST 2021","1826","","","","","","Open object form ""PaymentSchedules""",""
"passed","Thu Oct 07 16:00:39 EEST 2021","Thu Oct 07 16:00:40 EEST 2021","1632","","","","","","Open object form ""R3015B_CashAdvance""",""
"passed","Thu Oct 07 15:55:31 EEST 2021","Thu Oct 07 15:55:33 EEST 2021","1827","","","","","","Open list form ""Data mapping items""",""
"passed","Thu Oct 07 15:59:19 EEST 2021","Thu Oct 07 15:59:21 EEST 2021","1842","","","","","","Open information register form ""Taxes""",""
"passed","Thu Oct 07 15:58:33 EEST 2021","Thu Oct 07 15:58:34 EEST 2021","1829","","","","","","Open list form ""SalesOrderClosing""",""
"passed","Thu Oct 07 15:57:42 EEST 2021","Thu Oct 07 15:57:45 EEST 2021","2432","","","","","","Open object form ""SalesOrder""",""
"passed","Thu Oct 07 16:00:40 EEST 2021","Thu Oct 07 16:00:42 EEST 2021","1832","","","","","","Open object form ""R3021B_CashInTransitIncoming""",""
"passed","Thu Oct 07 15:59:59 EEST 2021","Thu Oct 07 16:00:00 EEST 2021","1835","","","","","","Open object form ""R1010T_PurchaseOrders""",""
"passed","Thu Oct 07 15:59:30 EEST 2021","Thu Oct 07 15:59:32 EEST 2021","1824","","","","","","Open object form ""CashInTransit""",""
"passed","Thu Oct 07 16:00:19 EEST 2021","Thu Oct 07 16:00:21 EEST 2021","1826","","","","","","Open object form ""R2010T_SalesOrders""",""
"passed","Thu Oct 07 15:59:49 EEST 2021","Thu Oct 07 15:59:51 EEST 2021","1829","","","","","","Open information register form ""DataMappingTable""",""
"passed","Thu Oct 07 15:56:42 EEST 2021","Thu Oct 07 15:56:44 EEST 2021","1827","","","","","","Open list form ""InventoryTransfer""",""
"passed","Thu Oct 07 15:57:49 EEST 2021","Thu Oct 07 15:57:51 EEST 2021","1821","","","","","","Open list form ""SalesReturnOrder""",""
"passed","Thu Oct 07 15:53:26 EEST 2021","Thu Oct 07 15:53:28 EEST 2021","1832","","","","","","Open object form ""IDInfoAddresses""",""
"passed","Thu Oct 07 15:52:44 EEST 2021","Thu Oct 07 15:52:46 EEST 2021","1822","","","","","","Open object form ""CashAccounts""",""
"passed","Thu Oct 07 15:53:55 EEST 2021","Thu Oct 07 15:53:57 EEST 2021","1822","","","","","","Open list form ""PrintTemplates""",""
"passed","Thu Oct 07 15:53:49 EEST 2021","Thu Oct 07 15:53:51 EEST 2021","2031","","","","","","Open object form ""ItemSegments""",""
"passed","Thu Oct 07 15:53:47 EEST 2021","Thu Oct 07 15:53:49 EEST 2021","1827","","","","","","Open list form ""ItemSegments""",""
"passed","Thu Oct 07 15:56:44 EEST 2021","Thu Oct 07 15:56:46 EEST 2021","2030","","","","","","Open object form ""InventoryTransfer""",""
"passed","Thu Oct 07 15:58:03 EEST 2021","Thu Oct 07 15:58:05 EEST 2021","2238","","","","","","Open object form ""StockAdjustmentAsWriteOff""",""
"passed","Thu Oct 07 15:57:32 EEST 2021","Thu Oct 07 15:57:34 EEST 2021","1828","","","","","","Open list form ""ReconciliationStatement""",""
"passed","Thu Oct 07 15:54:06 EEST 2021","Thu Oct 07 15:54:08 EEST 2021","1819","","","","","","Open list form ""PartnerSegments""",""
"passed","Thu Oct 07 15:59:51 EEST 2021","Thu Oct 07 15:59:53 EEST 2021","2032","","","","","","Open object form ""Procurement""",""
"passed","Thu Oct 07 15:54:39 EEST 2021","Thu Oct 07 15:54:41 EEST 2021","1631","","","","","","Open list form ""Specifications""",""
"passed","Thu Oct 07 15:59:37 EEST 2021","Thu Oct 07 15:59:39 EEST 2021","1822","","","","","","Open object form ""PrintLabels""",""
"passed","Thu Oct 07 15:52:39 EEST 2021","Thu Oct 07 15:52:40 EEST 2021","1836","","","","","","Open list form ""LegalNameContracts""",""
"passed","Thu Oct 07 15:58:34 EEST 2021","Thu Oct 07 15:58:37 EEST 2021","2235","","","","","","Open object form ""SalesOrderClosing""",""
"passed","Thu Oct 07 16:00:10 EEST 2021","Thu Oct 07 16:00:11 EEST 2021","1805","","","","","","Open object form ""R1031B_ReceiptInvoicing""",""
"passed","Thu Oct 07 15:59:32 EEST 2021","Thu Oct 07 15:59:33 EEST 2021","1829","","","","","","Open list form ""R3035T_CashPlanning""",""
"passed","Thu Oct 07 15:53:28 EEST 2021","Thu Oct 07 15:53:30 EEST 2021","2033","","","","","","Open list form ""IDInfoSets""",""
"passed","Thu Oct 07 15:53:53 EEST 2021","Thu Oct 07 15:53:55 EEST 2021","1832","","","","","","Open object form ""ItemTypes""",""
"passed","Thu Oct 07 15:53:30 EEST 2021","Thu Oct 07 15:53:31 EEST 2021","1825","","","","","","Open object form ""IDInfoSets""",""
"passed","Thu Oct 07 15:58:29 EEST 2021","Thu Oct 07 15:58:31 EEST 2021","1820","","","","","","Open list form ""PlannedReceiptReservation""",""
"passed","Thu Oct 07 15:52:26 EEST 2021","Thu Oct 07 15:52:27 EEST 2021","1829","","","","","","Open object form ""AddAttributeAndPropertySets""",""
"passed","Thu Oct 07 15:54:53 EEST 2021","Thu Oct 07 15:54:55 EEST 2021","1826","","","","","","Open list form ""TaxRates""",""
"passed","Thu Oct 07 15:53:22 EEST 2021","Thu Oct 07 15:53:24 EEST 2021","1808","","","","","","Open object form ""FileStorageVolumes""",""
"passed","Thu Oct 07 15:56:50 EEST 2021","Thu Oct 07 15:56:52 EEST 2021","1819","","","","","","Open list form ""InvoiceMatch""",""
"passed","Thu Oct 07 15:57:11 EEST 2021","Thu Oct 07 15:57:13 EEST 2021","1823","","","","","","Open list form ""PriceList""",""
"passed","Thu Oct 07 16:01:22 EEST 2021","Thu Oct 07 16:01:24 EEST 2021","1806","","","","","","Open object form ""R5022T_Expenses""",""
"passed","Thu Oct 07 15:56:25 EEST 2021","Thu Oct 07 15:56:27 EEST 2021","1820","","","","","","Open list form ""DebitNote""",""
"passed","Thu Oct 07 15:53:24 EEST 2021","Thu Oct 07 15:53:26 EEST 2021","1827","","","","","","Open list form ""IDInfoAddresses""",""
"passed","Thu Oct 07 15:53:37 EEST 2021","Thu Oct 07 15:53:39 EEST 2021","1828","","","","","","Open object form ""InterfaceGroups""",""
"passed","Thu Oct 07 15:56:08 EEST 2021","Thu Oct 07 15:56:09 EEST 2021","1832","","","","","","Open list form ""CashReceipt""",""
"passed","Thu Oct 07 16:00:11 EEST 2021","Thu Oct 07 16:00:13 EEST 2021","1830","","","","","","Open object form ""R1040B_TaxesOutgoing""",""
"passed","Thu Oct 07 15:58:42 EEST 2021","Thu Oct 07 15:58:44 EEST 2021","1827","","","","","","Open object form ""CustomersAdvancesClosing""",""
"passed","Thu Oct 07 15:53:18 EEST 2021","Thu Oct 07 15:53:20 EEST 2021","1830","","","","","","Open object form ""FileStoragesInfo""",""
"passed","Thu Oct 07 15:58:31 EEST 2021","Thu Oct 07 15:58:33 EEST 2021","2034","","","","","","Open object form ""PlannedReceiptReservation""",""
"passed","Thu Oct 07 15:54:24 EEST 2021","Thu Oct 07 15:54:26 EEST 2021","1905","","","","","","Open list form ""SerialLotNumbers""",""
"passed","Thu Oct 07 15:54:08 EEST 2021","Thu Oct 07 15:54:10 EEST 2021","1829","","","","","","Open object form ""PartnerSegments""",""
"passed","Thu Oct 07 15:56:40 EEST 2021","Thu Oct 07 15:56:42 EEST 2021","2238","","","","","","Open object form ""InternalSupplyRequest""",""
"passed","Thu Oct 07 16:00:02 EEST 2021","Thu Oct 07 16:00:04 EEST 2021","2040","","","","","","Open object form ""R1012B_PurchaseOrdersInvoiceClosing""",""
"passed","Thu Oct 07 16:00:26 EEST 2021","Thu Oct 07 16:00:28 EEST 2021","1816","","","","","","Open object form ""R2014T_CanceledSalesOrders""",""
"passed","Thu Oct 07 15:58:44 EEST 2021","Thu Oct 07 15:58:46 EEST 2021","1830","","","","","","Open information register form ""AddProperties""",""
"passed","Thu Oct 07 15:57:04 EEST 2021","Thu Oct 07 15:57:07 EEST 2021","2644","","","","","","Open object form ""OutgoingPaymentOrder""",""
"passed","Thu Oct 07 15:56:59 EEST 2021","Thu Oct 07 15:57:02 EEST 2021","2848","","","","","","Open object form ""OpeningEntry""",""
"passed","Thu Oct 07 15:52:59 EEST 2021","Thu Oct 07 15:53:01 EEST 2021","2025","","","","","","Open object form ""Countries""",""
"passed","Thu Oct 07 15:54:59 EEST 2021","Thu Oct 07 15:55:01 EEST 2021","1827","","","","","","Open object form ""Units""",""
"passed","Thu Oct 07 15:58:59 EEST 2021","Thu Oct 07 15:59:00 EEST 2021","1824","","","","","","Open information register form ""ItemSegments""",""
"passed","Thu Oct 07 15:53:51 EEST 2021","Thu Oct 07 15:53:53 EEST 2021","1827","","","","","","Open list form ""ItemTypes""",""
"passed","Thu Oct 07 15:54:35 EEST 2021","Thu Oct 07 15:54:37 EEST 2021","1832","","","","","","Open list form ""SpecialOfferTypes""",""
"passed","Thu Oct 07 15:58:11 EEST 2021","Thu Oct 07 15:58:13 EEST 2021","2027","","","","","","Open object form ""PhysicalInventory""",""
"passed","Thu Oct 07 15:59:53 EEST 2021","Thu Oct 07 15:59:55 EEST 2021","1856","","","","","","Open object form ""R1001 Purchases""",""
"passed","Thu Oct 07 15:58:23 EEST 2021","Thu Oct 07 15:58:25 EEST 2021","2021","","","","","","Open object form ""CashStatement""",""
"passed","Thu Oct 07 15:56:38 EEST 2021","Thu Oct 07 15:56:40 EEST 2021","1827","","","","","","Open list form ""InternalSupplyRequest""",""
"passed","Thu Oct 07 15:56:56 EEST 2021","Thu Oct 07 15:56:58 EEST 2021","2031","","","","","","Open object form ""Labeling""",""
"passed","Thu Oct 07 15:57:24 EEST 2021","Thu Oct 07 15:57:25 EEST 2021","1826","","","","","","Open list form ""PurchaseReturn""",""
"passed","Thu Oct 07 15:52:01 EEST 2021","Thu Oct 07 15:52:16 EEST 2021","14266","","","","","","Open list form ""AccessGroups""",""
"passed","Thu Oct 07 15:57:09 EEST 2021","Thu Oct 07 15:57:11 EEST 2021","2043","","","","","","Open object form ""PhysicalCountByLocation""",""
"passed","Thu Oct 07 16:00:58 EEST 2021","Thu Oct 07 16:01:00 EEST 2021","1823","","","","","","Open object form ""R4022B_StockTransferOrdersShipment""",""
"passed","Thu Oct 07 15:59:00 EEST 2021","Thu Oct 07 15:59:02 EEST 2021","1825","","","","","","Open information register form ""ObjectStatuses""",""
"passed","Thu Oct 07 16:01:04 EEST 2021","Thu Oct 07 16:01:06 EEST 2021","1832","","","","","","Open object form ""R4033B_GoodsReceiptSchedule""",""
"passed","Thu Oct 07 16:01:30 EEST 2021","Thu Oct 07 16:01:34 EEST 2021","4483","","","","","","Open object form ""Analise document movements""",""
"passed","Thu Oct 07 15:59:04 EEST 2021","Thu Oct 07 15:59:06 EEST 2021","1842","","","","","","Open information register form ""PricesByItemKeys""",""
"passed","Thu Oct 07 15:54:32 EEST 2021","Thu Oct 07 15:54:33 EEST 2021","1830","","","","","","Open list form ""SpecialOffers""",""
"passed","Thu Oct 07 16:00:42 EEST 2021","Thu Oct 07 16:00:44 EEST 2021","1820","","","","","","Open object form ""R3022B_CashInTransitOutgoing""",""
"passed","Thu Oct 07 15:55:56 EEST 2021","Thu Oct 07 15:55:58 EEST 2021","2036","","","","","","Open object form ""Bundling""",""
"passed","Thu Oct 07 15:55:08 EEST 2021","Thu Oct 07 15:55:11 EEST 2021","2439","","","","","","Open list form ""CurrencyMovementSets""",""
"passed","Thu Oct 07 15:54:13 EEST 2021","Thu Oct 07 15:54:15 EEST 2021","1826","","","","","","Open list form ""PaymentTypes""",""
"passed","Thu Oct 07 15:53:09 EEST 2021","Thu Oct 07 15:53:11 EEST 2021","2033","","","","","","Open list form ""ExternalDataProc""",""
"passed","Thu Oct 07 15:52:33 EEST 2021","Thu Oct 07 15:52:35 EEST 2021","2028","","","","","","Open object form ""Partner terms""",""
"passed","Thu Oct 07 15:57:25 EEST 2021","Thu Oct 07 15:57:28 EEST 2021","2639","","","","","","Open object form ""PurchaseReturn""",""
"passed","Thu Oct 07 15:55:20 EEST 2021","Thu Oct 07 15:55:22 EEST 2021","1830","","","","","","Open list form ""EquipmentDrivers""",""
"passed","Thu Oct 07 15:53:13 EEST 2021","Thu Oct 07 15:53:14 EEST 2021","1828","","","","","","Open list form ""Files""",""
"passed","Thu Oct 07 15:55:33 EEST 2021","Thu Oct 07 15:55:35 EEST 2021","1835","","","","","","Open object form ""DataMappingItems""",""
"passed","Thu Oct 07 15:52:48 EEST 2021","Thu Oct 07 15:52:50 EEST 2021","1833","","","","","","Open object form ""Companies""",""
"passed","Thu Oct 07 15:55:35 EEST 2021","Thu Oct 07 15:55:36 EEST 2021","1821","","","","","","Open list form ""PartnersBankAccounts""",""
"passed","Thu Oct 07 15:58:39 EEST 2021","Thu Oct 07 15:58:40 EEST 2021","1824","","","","","","Open object form ""VendorsAdvancesClosing""",""
"passed","Thu Oct 07 16:00:06 EEST 2021","Thu Oct 07 16:00:08 EEST 2021","1828","","","","","","Open object form ""R1020B_AdvancesToVendors""",""
"passed","Thu Oct 07 16:00:31 EEST 2021","Thu Oct 07 16:00:33 EEST 2021","1827","","","","","","Open object form ""R2031B_ShipmentInvoicing""",""
"passed","Thu Oct 07 15:53:20 EEST 2021","Thu Oct 07 15:53:22 EEST 2021","2054","","","","","","Open list form ""FileStorageVolumes""",""
"passed","Thu Oct 07 15:59:22 EEST 2021","Thu Oct 07 15:59:24 EEST 2021","1748","","","","","","Open information register form ""UserSettings""",""
"passed","Thu Oct 07 15:58:40 EEST 2021","Thu Oct 07 15:58:42 EEST 2021","1830","","","","","","Open list form ""CustomersAdvancesClosing""",""
"passed","Thu Oct 07 15:58:55 EEST 2021","Thu Oct 07 15:58:57 EEST 2021","1827","","","","","","Open information register form ""IDInfo""",""
"passed","Thu Oct 07 15:55:25 EEST 2021","Thu Oct 07 15:55:27 EEST 2021","1825","","","","","","Open object form ""Hardware""",""
"passed","Thu Oct 07 16:01:26 EEST 2021","Thu Oct 07 16:01:28 EEST 2021","1830","","","","","","Open object form ""R1022B_VendorsPaymentPlanning""",""
"passed","Thu Oct 07 15:53:31 EEST 2021","Thu Oct 07 15:53:33 EEST 2021","1821","","","","","","Open list form ""IntegrationSettings""",""
"passed","Thu Oct 07 15:52:31 EEST 2021","Thu Oct 07 15:52:33 EEST 2021","1826","","","","","","Open list form ""Partner terms""",""
"passed","Thu Oct 07 15:58:21 EEST 2021","Thu Oct 07 15:58:23 EEST 2021","1835","","","","","","Open list form ""CashStatement""",""
"passed","Thu Oct 07 15:58:05 EEST 2021","Thu Oct 07 15:58:07 EEST 2021","1830","","","","","","Open list form ""StockAdjustmentAsSurplus""",""
"passed","Thu Oct 07 15:57:34 EEST 2021","Thu Oct 07 15:57:36 EEST 2021","2030","","","","","","Open object form ""ReconciliationStatement""",""
"passed","Thu Oct 07 15:58:09 EEST 2021","Thu Oct 07 15:58:11 EEST 2021","1650","","","","","","Open list form ""PhysicalInventory""",""
"passed","Thu Oct 07 16:00:24 EEST 2021","Thu Oct 07 16:00:26 EEST 2021","1730","","","","","","Open object form ""R2013T_SalesOrdersProcurement""",""
"passed","Thu Oct 07 15:54:17 EEST 2021","Thu Oct 07 15:54:19 EEST 2021","1825","","","","","","Open list form ""PriceKeys""",""
"passed","Thu Oct 07 16:01:34 EEST 2021","Thu Oct 07 16:01:38 EEST 2021","3454","","","","","","Open object form ""All registers movement""",""
"passed","Thu Oct 07 16:00:35 EEST 2021","Thu Oct 07 16:00:37 EEST 2021","1803","","","","","","Open object form ""R3010B_CashOnHand""",""
"passed","Thu Oct 07 15:59:15 EEST 2021","Thu Oct 07 15:59:17 EEST 2021","1834","","","","","","Open information register form ""RemainingItemsInfo""",""
"passed","Thu Oct 07 15:56:09 EEST 2021","Thu Oct 07 15:56:12 EEST 2021","2640","","","","","","Open object form ""CashReceipt""",""
"passed","Thu Oct 07 15:54:55 EEST 2021","Thu Oct 07 15:54:57 EEST 2021","1830","","","","","","Open object form ""TaxRates""",""
"passed","Thu Oct 07 16:01:13 EEST 2021","Thu Oct 07 16:01:15 EEST 2021","1826","","","","","","Open object form ""R4051T_StockAdjustmentAsWriteOff""",""
"passed","Thu Oct 07 15:54:50 EEST 2021","Thu Oct 07 15:54:52 EEST 2021","1824","","","","","","Open list form ""Tax types""",""
"passed","Thu Oct 07 15:58:46 EEST 2021","Thu Oct 07 15:58:48 EEST 2021","1829","","","","","","Open information register form ""AttachedFiles""",""
"passed","Thu Oct 07 15:55:38 EEST 2021","Thu Oct 07 15:55:40 EEST 2021","1628","","","","","","Open list form ""CancelReturnReasons (Catalogs)""",""
"passed","Thu Oct 07 15:54:41 EEST 2021","Thu Oct 07 15:54:42 EEST 2021","1821","","","","","","Open object form ""Specifications""",""
"passed","Thu Oct 07 15:54:02 EEST 2021","Thu Oct 07 15:54:04 EEST 2021","1826","","","","","","Open list form ""Partners""",""
"passed","Thu Oct 07 16:00:22 EEST 2021","Thu Oct 07 16:00:24 EEST 2021","1733","","","","","","Open object form ""R2012B_SalesOrdersInvoiceClosing""",""
"passed","Thu Oct 07 15:56:00 EEST 2021","Thu Oct 07 15:56:03 EEST 2021","3045","","","","","","Open object form ""CashExpense""",""
"passed","Thu Oct 07 16:00:13 EEST 2021","Thu Oct 07 16:00:15 EEST 2021","1831","","","","","","Open object form ""R2001T_Sales""",""
"passed","Thu Oct 07 15:56:03 EEST 2021","Thu Oct 07 15:56:05 EEST 2021","1830","","","","","","Open list form ""CashPayment""",""
"passed","Thu Oct 07 16:00:44 EEST 2021","Thu Oct 07 16:00:46 EEST 2021","1850","","","","","","Open object form ""R4010B_ActualStocks""",""
"passed","Thu Oct 07 16:01:09 EEST 2021","Thu Oct 07 16:01:11 EEST 2021","1827","","","","","","Open object form ""R4036B_IncommingStocksRequested""",""
"passed","Thu Oct 07 15:54:42 EEST 2021","Thu Oct 07 15:54:44 EEST 2021","1827","","","","","","Open list form ""Stores""",""
"passed","Thu Oct 07 15:52:16 EEST 2021","Thu Oct 07 15:52:17 EEST 2021","1826","","","","","","Open object form ""AccessGroups""",""
"passed","Thu Oct 07 14:40:22 EEST 2021","Thu Oct 07 14:40:27 EEST 2021","5090","","","","","","_300516 check connection to CashTransferOrder report ""Related documents"" and generating a report for the current item (Cash receipt)",""
