"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"Internal","_0500 Cash management","_054015 check message output in case the user tries to create a Bank payment by Cash transfer order for which he does not need to create it","0","0","1","0","0"
"Internal","_0500 Cash management","_085006 check Cash expense creation","0","0","1","0","0"
"Internal","_0500 Cash management","_054001 create Cash transfer order (from Cash/Bank accounts to Cash/Bank accounts in the same currency)","0","0","1","0","0"
"Internal","_0500 Cash management","_999999 close TestClient session","0","0","1","0","0"
"Internal","_0500 Cash management","_054021 check message output in case the user tries to create Bank payment again by Cash transfer order","0","0","1","0","0"
"Internal","_0500 Cash management","_054009 currency exchange within one Cash/Bank accounts with exchange in parts (exchange rate has decreased)","0","0","1","0","0"
"Internal","_0500 Cash management","_080015 check the display of the header of the collapsible group in Incoming payment order","0","0","1","0","0"
"Internal","_0500 Cash management","_054020 check message output in case the user tries to create a Cash payment by Cash transfer order for which he does not need to create it","0","0","1","0","0"
"Internal","_0500 Cash management","_080000 preparation (Incoming payment order and Outgoing payment order)","0","0","1","0","0"
"Internal","_0500 Cash management","_085004 check the availability of currency selection in Cash revenue (not fixed in the Account)","0","0","1","0","0"
"Internal","_0500 Cash management","_054006 create Cash transfer order (from Cash/Bank accounts to bank account in the same currency)","0","0","1","0","0"
"Internal","_0500 Cash management","_054005 create Cash receipt and Cash payment based on Cash transfer order in the different currency and check movements","0","0","1","0","0"
"Internal","_0500 Cash management","_095003 create document Credit Note (increase in debt to the vendor)","0","0","1","0","0"
"Internal","_0500 Cash management","_054018 check message output in case the user tries to create Cash payment again by Cash transfer order","0","0","1","0","0"
"Internal","_0500 Cash management","_054007 create Cash transfer order from bank account to Cash account (in the same currency)","0","0","1","0","0"
"Internal","_0500 Cash management","_054011 check input Description in the document Cash Transfer Order","0","0","1","0","0"
"Internal","_0500 Cash management","_054012 exchange currency from bank account (Cash Transfer Order)","0","0","1","0","0"
"Internal","_0500 Cash management","_054014 check message output in case money is transferred from Cash/Bank accounts to bank account and vice versa in different currencies","0","0","1","0","0"
"Internal","_0500 Cash management","_060005 availability of Currency, Begin and End period field in Reconcilation statement","0","0","1","0","0"
"Internal","_0500 Cash management","_080013 filter check by own companies in the document Outgoing payment order","0","0","1","0","0"
"Internal","_0500 Cash management","_085000 preparation (Cash expence and Cash revenue)","0","0","1","0","0"
"Internal","_0500 Cash management","_054017 check message output in case the user tries to create Bank receipt again by Cash transfer order","0","0","1","0","0"
"Internal","_0500 Cash management","_054013 check Cash transfer order movements by register Cash in transit","0","0","1","0","0"
"Internal","_0500 Cash management","_060004 check that the Reconcilation statement document is connected to the status system","0","0","1","0","0"
"Internal","_0500 Cash management","_080011 filter check by own companies in the document Incoming payment order","0","0","1","0","0"
"Internal","_0500 Cash management","_085008 check the availability of currency selection in Cash revenue (not fixed in the Account)","0","0","1","0","0"
"Internal","_0500 Cash management","_085007 check the unavailability of currency selection in Cash expense when it is strongly fixed in the Account","0","0","1","0","0"
"Internal","_0500 Cash management","_080001 create Incoming payment order","0","0","1","0","0"
"Internal","_0500 Cash management","_095005 create document Debit Note (increase in customers debt)","0","0","1","0","0"
"Internal","_0500 Cash management","_054003 create Cash payment and Cash receipt based on Cash transfer order + check movements","0","0","1","0","0"
"Internal","_0500 Cash management","_080005 create Bank receipt based on Incoming payment order","0","0","1","0","0"
"Internal","_0500 Cash management","_095006 check Reconcilation statement","0","0","1","0","0"
"Internal","_0500 Cash management","_095007 check the legal name filling if the partner has only one","0","0","1","0","0"
"Internal","_0500 Cash management","_080009 check Description in Outgoing payment order","0","0","1","0","0"
"Internal","_0500 Cash management","_095004 create document Credit Note (write off customers debts)","0","0","1","0","0"
"Internal","_0500 Cash management","_085001 check tax calculation in the document Cash revenue","0","0","1","0","0"
"Internal","_0050 Catalogs","_005010 filling in the ""Countries"" catalog","0","0","1","0","0"
"Internal","_0050 Catalogs","_017901 connection of tax calculation Plugin sessing TaxCalculateVAT_TR","0","0","1","0","0"
"Internal","_0050 Catalogs","_005017 creation Movement Type for Partner term currencies","0","0","1","0","0"
"Internal","_0050 Catalogs","_005033 filling in the ""Tax rates"" catalog","0","0","1","0","0"
"Internal","_0050 Catalogs","_017902 filling in catalog 'Tax types'","0","0","1","0","0"
"Internal","_0050 Catalogs","_005013 filling in the ""Companies"" catalog","0","0","1","0","0"
"Internal","_0050 Catalogs","_017903 company tax compliance","0","0","1","0","0"
"Internal","_0050 Catalogs","_010013 settings for displaying contact information in Stores, Partners, Company","0","0","1","0","0"
"Internal","_0050 Catalogs","_010019 check edit contact information from the Edit contact info form","0","0","1","0","0"
"Internal","_0050 Catalogs","_010014 filling phones for partners","0","0","1","0","0"
"Internal","_0050 Catalogs","_010015 partner address filling","0","0","1","0","0"
"Internal","_0050 Catalogs","_010009 adding phones to Contact info type","0","0","1","0","0"
"Internal","_0050 Catalogs","_010005 verification of UNIQ ID uniqueness control in IDInfoTypes","0","0","1","0","0"
"Internal","_0050 Catalogs","_010010 adding addresses to a Contact info type","0","0","1","0","0"
"Internal","_0050 Catalogs","_010012 adding additional details for partners ""Division""","0","0","1","0","0"
"Internal","_0050 Catalogs","_010004 create Contact info Type - Addresses","0","0","1","0","0"
"Internal","_0050 Catalogs","_010011 adding gps to a Contact info type","0","0","1","0","0"
"Internal","_0050 Catalogs","_010016 address structure input","0","0","1","0","0"
"Internal","_0050 Catalogs","_010018 command opening contact information in the partner list","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090305 create purchase invoice for several purchase order with different partner terms","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090311 create Goods receipt for several Purchase invoice with different stores, Purchase invoice before Goods receipt (only one store use Goods receipt)","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090403 create Sales invoice for several Sales order with different partners of the same legal name (partner terms are the same)","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090306 create Purchase invoice for several Purchase order with different stores (created one)","0","0","1","0","0"
"Internal","_2950Сreation based multi","_999999 close TestClient session","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090307 create purchase invoice for several purchase order with different own companies","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090322 create Purchase invoice for several Purchase order with different companies, Purchase invoice after Goods receipt","0","0","1","0","0"
"Internal","_2950Сreation based multi","_295401 check filling in Inventory transfer order when creating based on two Internal supply requests with the same warehouse","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090309 create Goods receipt for several Purchase invoice with different partners of the same legal name (Purchase invoice before Goods receipt)","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090308 create Goods receipt for Purchase invoice with different legal names (Purchase invoice before Goods receipt)","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090502 create a purchase invoice based on Goods receipt (one to one)","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090312 create Goods receipt for several Purchase order with different own companies, Purchase invoice before Goods receipt","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090401 create Sales invoice for several Sales order with different legal names","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090407 create Shipment confirmation for several Sales order with different procurement method (goods and services)","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090316 create Goods receipt for several Purchase order with different stores, Purchase invoice after Goods receipt","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090406 create Sales invoice for several Sales order with different own companies","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090501 creation of Sales invoice based on Shipment confirmation (one to one)","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090315 create Goods receipt for several Purchase order with different partner terms, Purchase invoice after Goods receipt","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090408 create one Sales order - several Shipment confirmation - one Sales invoice","0","0","1","0","0"
"Internal","_2950Сreation based multi","_0295200 preparation (creation mechanism based on for sales documents)","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090500 preparation (create PI and SI based on Goods receipt and Shipment confirmation)","0","0","2","0","0"
"Internal","_2950Сreation based multi","_295402 check filling in Inventory transfer order when creating based on two Internal supply requests with the different warehouse","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090319 create Purchase invoice for several Purchase order with different partners of the same legal name, Purchase invoice after Goods receipt","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090506 create Purchase invoice based on several Goods receipt","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090313 create Goods receipt for Purchase order with different legal names, Purchase invoice after Goods receipt","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090303 create Purchase invoice for several Purchase order with the same partner, legal name, partner term, currency and store","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090323 create one Purchase order - several Goods receipt - one Purchase invoice","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090505 creation of Sales invoice based on several Shipment confirmation (different currency)","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090310 create Goods receipt for several Purchase invoice with different partner terms, Purchase invoice before Goods receipt","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090503 create Sales invoice based on several Shipment confirmation","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090504 create Purchase invoice based on several Goods receipt","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090300 preparation (creation mechanism based on for purchase documents)","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090320 create Purchase invoice for several Purchase order with different partner terms, Purchase invoice after Goods receipt","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090402 create Sales invoice for several Sales order with the same partner, legal name, partner term, currency and store","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090317 create Goods receipt for several Purchase order with different own companies using an indirect shipping scheme","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090314 create Goods receipt for several Purchase order with different partners of the same legal name, Purchase invoice after Goods receipt","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090318 create Purchase invoice for several Purchase order with different contractors according to an indirect shipping scheme","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090405 create Sales invoice for several Sales order with different stores (one is created)","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090302 create purchase invoice for several purchase orders with different legal name","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090304 create Purchase invoice for several Purchase order with different partners of the same legal name (partner terms are different)","0","0","1","0","0"
"Internal","_2950Сreation based multi","_090404 create Sales invoice for several Sales order with different partner terms (price with VAT and price without VAT)","0","0","1","0","0"
"Internal","_0061 Input currency rate","_006100 preparation (filling in currency rates)","0","0","1","0","0"
"Internal","_0061 Input currency rate","_006101 filling in exchange rates in registers","0","0","1","0","0"
"Internal","_0061 Input currency rate","_999999 close TestClient session","0","0","1","0","0"
"Internal","_0300 Discount","_030002 add Plugin DocumentDiscount","0","0","1","0","0"
"Internal","_0300 Discount","_032022 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Sum (Discount Price 1 manual, Discount Price 2 - auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_030004 add Plugin RangeDiscount","0","0","1","0","0"
"Internal","_0300 Discount","_033513 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Minimum (auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_032017 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Sum (auto), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033517 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Maximum (2 auto discount), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_032001 discount calculation Discount 2 without Vat in the group Sum in Minimum and Discount 1 without Vat in the group Minimum (manual)","0","0","1","0","0"
"Internal","_0300 Discount","_033503 order creation discounted by price Discount Price 2 (price including VAT)","0","0","1","0","0"
"Internal","_0300 Discount","_033522 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Maximum (manual), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_032014 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Maximum (manual), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_032012 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Maximum (Discount Price 1 manual, Discount Price 2 - auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_030018 create Special Offer - Special Message (Notification)","0","0","1","0","0"
"Internal","_0300 Discount","_032010 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Maximum (2 auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_032007 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Minimum (auto), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033520 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Maximum (Discount Price 2 manual, Discount Price 1 - auto), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033526 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Sum (manual), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_030014 create Special Offer (group Maximum by row/Special Offers Maximum by row)","0","0","1","0","0"
"Internal","_0300 Discount","_032006 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Minimum (auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_999999 close TestClient session","0","0","2","0","0"
"Internal","_0300 Discount","_030006 create Special Offer Types (price type)","0","0","1","0","0"
"Internal","_0300 Discount","_030022 create special offer group within another special offer group","0","0","1","0","0"
"Internal","_0300 Discount","_034510 check discount recalculation when change quantity in Retail return receipt","0","0","1","0","0"
"Internal","_0300 Discount","_033528 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Sum (auto), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033509 check the discount order in group Sum (auto discount by price type + message)","0","0","1","0","0"
"Internal","_0300 Discount","_032023 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Sum (Discount Price 2 manual, Discount Price 1 - auto), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_030019 create Special Offer - Special Message (DialogBox)","0","0","1","0","0"
"Internal","_0300 Discount","_034031 check discount recalculation when change quantity in the Purchase return","0","0","1","0","0"
"Internal","_0300 Discount","_030020 create Special Offer, automatic use Discount Price 1-2 without Vat (discount price, group minimum)","0","0","1","0","0"
"Internal","_0300 Discount","_032025 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Sum (manual), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033511 check the discount order in group Sum 2 auto message","0","0","1","0","0"
"Internal","_0300 Discount","_033403 check of the minimum percentage of the range discount by lines","0","0","1","0","0"
"Internal","_0300 Discount","_032005 change Special offers main group Maximum by row to Minimum","0","0","1","0","0"
"Internal","_0300 Discount","_030001 add Plugin SpecialMessage","0","0","1","0","0"
"Internal","_0300 Discount","_033521 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Maximum (manual), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_030011 create Special Offer Types Present Discount","0","0","1","0","0"
"Internal","_0300 Discount","_032003 discount calculation Discount 2 without Vat in the main group Special Offers, Discount 1 without Vat in the group Sum in Minimum (auto)","0","0","1","0","0"
"Internal","_0300 Discount","_034501 check discount in Retail sales receipt","0","0","1","0","0"
"Internal","_0300 Discount","_033402 range discount calculation by line","0","0","1","0","0"
"Internal","_0300 Discount","_032015 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Maximum (manual), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033405 Range discount and Special price discount calculation","0","0","1","0","0"
"Internal","_0300 Discount","_030016 create Special Offer (group Minimum )","0","0","1","0","0"
"Internal","_0300 Discount","_034001 check the Document discount in Purchase order","0","0","1","0","0"
"Internal","_0300 Discount","_032008 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Minimum (Discount Price 1 manual, Discount Price 2 - auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033505 check the application of discounts Discount Price 1 without Vat (price not include VAT) - manual in the group Minimum and Discount Price 2 without Vat","0","0","1","0","0"
"Internal","_0300 Discount","_034003 check that discounts with the Sales document type are not displayed in the purchase documents","0","0","1","0","0"
"Internal","_0300 Discount","_030013 create Special Offer Rules (Partner term)","0","0","1","0","0"
"Internal","_0300 Discount","_030023 moving a special offer inside another special offer (Parent change)","0","0","1","0","0"
"Internal","_0300 Discount","_033401 preparation","0","0","1","0","0"
"Internal","_0300 Discount","_033504 check the discount order in group Maximum (manual)","0","0","1","0","0"
"Internal","_0300 Discount","_033514 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Minimum (auto), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033506  check the application of discounts Discount Price 2 without Vat (price not include VAT)- manual in the group Minimum and Discount Price 1 without Vat","0","0","1","0","0"
"Internal","_0300 Discount","_030021 moving special offer from one group to another","0","0","1","0","0"
"Internal","_0300 Discount","_032011 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Maximum (auto), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033510 check the discount order in group Sum 2 auto message + price type discount","0","0","1","0","0"
"Internal","_0300 Discount","_033519 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Maximum (Discount Price 1 manual, Discount Price 2 - auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033525 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Sum (Discount Price 1 manual, Discount Price 2 - auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033531 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Sum (manual), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033532 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Sum (manual), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_032019 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Sum (manual), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_030008 create Special Offer Rule RangeDiscount","0","0","1","0","0"
"Internal","_0300 Discount","_030015 create Special Offer (group Sum)","0","0","1","0","0"
"Internal","_0300 Discount","_033530 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Sum (Discount Price 2 manual, Discount Price 1 - auto), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_030025 create Range Discount","0","0","1","0","0"
"Internal","_0300 Discount","_030012 create Special Offer Types Range Discount","0","0","1","0","0"
"Internal","_0300 Discount","_032004 discount calculation Discount 1 without Vat in the main group Special Offers, Discount 2 without Vat in the group Sum in Minimum (auto)","0","0","1","0","0"
"Internal","_0300 Discount","_034030 check discount recalculation when change quantity in the Purchase return order","0","0","1","0","0"
"Internal","_0300 Discount","_030005 add Plugin FivePlusOne","0","0","1","0","0"
"Internal","_0300 Discount","_034803 check discount recalculation when change quantity in the SaLes return order","0","0","1","0","0"
"Internal","_0300 Discount","_034502 check discount in Retail sales receipt 5+1","0","0","1","0","0"
"Internal","_0300 Discount","_034901 preparation (discounts in POS)","0","0","1","0","0"
"Internal","_0300 Discount","_033502 order creation discounted by price Discount Price 1 (price including VAT)","0","0","1","0","0"
"Internal","_0300 Discount","_030010 create Special Offer Types special message (DialogBox)","0","0","1","0","0"
"Internal","_0300 Discount","_033527 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Sum (auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_032024 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Sum (manual), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033524 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Sum (auto), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_032002 discount calculation Discount 2 without Vat in the group Sum in Minimum and Discount 1 without Vat in the group Minimum (auto)","0","0","1","0","0"
"Internal","_0300 Discount","_030009 create Special Offer Rule Present Discount","0","0","1","0","0"
"Internal","_0300 Discount","_030017 create Special Offer (manual) Discount Price 1-2 (discount price, group maximum)","0","0","1","0","0"
"Internal","_0300 Discount","_03000 preparation (Discount)","0","0","1","0","0"
"Internal","_0300 Discount","_033515 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Minimum (Discount Price 1 manual, Discount Price 2 - auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_032021 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Sum (auto), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033404 check of the maximum percentage of the range discount by lines","0","0","1","0","0"
"Internal","_0300 Discount","_032018 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Sum (Discount Price 1 manual, Discount Price 2 - auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_030007 create Special Offer Types special message (Notification)","0","0","1","0","0"
"Internal","_0300 Discount","_033516 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Minimum (Discount Price 2 manual, Discount Price 1 - auto), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033406 check the discount order Range discount and crowding out 2 price special offers","0","0","1","0","0"
"Internal","_0300 Discount","_033507 check the discount order in group Minimum (auto)","0","0","1","0","0"
"Internal","_0300 Discount","_032020 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Sum (auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_034002 check the Document discount in Purchase invoice","0","0","1","0","0"
"Internal","_0300 Discount","_034902 check discount price type calculation in POS","0","0","1","0","0"
"Internal","_0300 Discount","_030026 create Document discount","0","0","1","0","0"
"Internal","_0300 Discount","_033501 change in the main group Special offers rule Minimum to Maximum by row","0","0","1","0","0"
"Internal","_0300 Discount","_033518 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Maximum (auto), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_032013 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Maximum (Discount Price 2 manual, Discount Price 1 - auto), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033508 check the discount order in group Maximum (auto)","0","0","1","0","0"
"Internal","_0300 Discount","_034802 check discount recalculation when change quantity in the SaLes return order","0","0","1","0","0"
"Internal","_0300 Discount","_032009 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Minimum (Discount Price 2 manual, Discount Price 1 - auto), priority Discount Price 1 lower than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_030003 add Plugin SpecialRules","0","0","1","0","0"
"Internal","_0300 Discount","_033523 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Sum (auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033512 check the discount order in group Minimum (manual)","0","0","1","0","0"
"Internal","_0300 Discount","_034004 check that discounts with the Purchase document type are not displayed in the sales documents","0","0","1","0","0"
"Internal","_0300 Discount","_032016 check the discount order (same application rule), Discount Price 1 in the group Maximum, Discount Price 2 in the group Sum (auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_033407 range discount recalculation when the quantity of items in the order changes","0","0","1","0","0"
"Internal","_0300 Discount","_034801 preparation","0","0","1","0","0"
"Internal","_0300 Discount","_033529 check the discount order (same application rule), Discount Price 1 in the group Minimum, Discount Price 2 in the group Sum (Discount Price 1 manual, Discount Price 2 - auto), priority Discount Price 1 higher than Discount Price 2","0","0","1","0","0"
"Internal","_0300 Discount","_030024 create special offer Present Discount","0","0","1","0","0"
"Internal","_4000TestWithExtension","_300103 item pictures upload","0","0","1","0","0"
"Internal","_4000TestWithExtension","_300111 cleaning up the added picture to the additional details and additional properties","0","0","1","0","0"
"Internal","_4000TestWithExtension","_4000128 check reports option share","0","0","1","0","0"
"Internal","_4000TestWithExtension","_300108 open picture gallery from Item and item key","0","0","1","0","0"
"Internal","_4000TestWithExtension","_300100 preparation (image setting)","0","0","1","0","0"
"Internal","_4000TestWithExtension","_300115 check removal of pictures from Item","0","0","1","0","0"
"Internal","_4000TestWithExtension","_4000125 check switching between options and default settings","0","0","1","0","0"
"Internal","_4000TestWithExtension","_300110 add pictures to additional details and additional properties","0","0","1","0","0"
"Internal","_4000TestWithExtension","_4000202 hardware","0","0","1","0","0"
"Internal","_4000TestWithExtension","_4000100 preparation","0","0","1","0","0"
"Internal","_4000TestWithExtension","_4000200 preparation","0","0","1","0","0"
"Internal","_4000TestWithExtension","_300107 item key pictures upload","0","0","1","0","0"
"Internal","_4000TestWithExtension","_4000105 check add attributes from extensions","0","0","1","0","0"
"Internal","_4000TestWithExtension","_300110 opening Files catalog element","0","0","1","0","0"
"Internal","_4000TestWithExtension","_4000128 check mark/unmark option for deletion","0","0","1","0","0"
"Internal","_4000TestWithExtension","_300102 item/item key details display in list form (html field)","0","0","1","0","0"
"Internal","_4000TestWithExtension","_4000201 driver install","0","0","1","0","0"
"Internal","_4000TestWithExtension","_4000120 check reports option save","0","0","1","0","0"
"Internal","_4000TestWithExtension","_300101 image setting","0","0","1","0","0"
"Internal","_0912 Filling documents","_0154106 check filling in and refilling Purchase invoice","0","0","1","0","0"
"Internal","_0912 Filling documents","_0154157 check function DontCalculateRow in the Sales return order","0","0","1","0","0"
"Internal","_0912 Filling documents","_0154113 check filling in and refilling Bank payment (transaction type Payment to the vendor)","0","0","1","0","0"
"Internal","_0912 Filling documents","_201004 check filling in Store field in the document Purchase invoice","0","0","1","0","0"
"Internal","_0912 Filling documents","_0154132  check currency form in Incoming payment order","0","0","1","0","0"
"Internal","_0912 Filling documents","_201006 check filling in Store field in the Goods receipt","0","0","1","0","0"
"Internal","_0912 Filling documents","_0154116 check filling in and refilling Cash expence","0","0","1","0","0"
"Internal","_0912 Filling documents","_0205002 partner selection positiong in the Sales order","0","0","1","0","0"
"Internal","_0912 Filling documents","_0154165 check tax and net amount calculation when change total amount in the Sales return order","0","0","1","0","0"
"Internal","_0912 Filling documents","_0154107 check filling in and refilling Cash receipt (transaction type Payment from customer)","0","0","1","0","0"
"Internal","_0912 Filling documents","_0154140 check filling in and refilling Sales order closing","0","0","1","0","0"
"Internal","_0912 Filling documents","_01202504 check current price in the Purchase order","0","0","1","0","0"
"Internal","_0912 Filling documents","_01541140 total amount calculation in Incoming payment order","0","0","1","0","0"
"Internal","_0912 Filling documents","_201000 preparation ( filling stores)","0","0","1","0","0"
"Internal","_0912 Filling documents","_0205010 store selection positiong in the Bundling","0","0","1","0","0"
